PassengerId,Survived_pred,Probability
892,0,0.10375687194020136
893,0,0.23779789421093772
894,1,0.5230232071955484
895,1,0.6794076144925237
896,0,0.23107208182096872
897,0,0.06010602314814432
898,0,0.19907274041503126
899,0,0.026517423390834852
900,1,0.967845464055817
901,0,0.025202906938251727
902,0,0.024055450113368897
903,0,0.07825347358468712
904,1,0.9610600380494541
905,0,0.18578235059255843
906,1,0.9515944454583075
907,1,0.9745369851069483
908,0,0.08962016116835084
909,0,0.4011564590059113
910,1,0.5249476040068186
911,1,0.6509178179618047
912,0,0.24273825569856317
913,0,0.18433739669789379
914,1,0.9787229637238661
915,0,0.2259448823617379
916,1,0.9981596984837052
917,0,0.019518810154516692
918,1,0.9898804646763794
919,0,0.4011564590059113
920,1,0.6172696490732945
921,0,0.06246209713780807
922,0,0.04118389597424089
923,0,0.08614791921440795
924,1,0.685937407153464
925,0,0.09208060413589611
926,1,0.5788425162504279
927,0,0.20276347265503797
928,0,0.08961425930004621
929,0,0.04431799596286989
930,0,0.0274826799717434
931,0,0.46089106754109105
932,0,0.04495475992329084
933,1,0.5750432224751724
934,0,0.1224779520108298
935,1,0.9738587589046916
936,1,0.9812235048352048
937,0,0.08781083144016263
938,0,0.07231473433464902
939,0,0.13507148315663736
940,1,0.9941352718188649
941,1,0.926573417036662
942,0,0.13205716342423018
943,0,0.1853720906460952
944,1,0.9751252377470826
945,1,0.9765155331933784
946,0,0.08322267286483301
947,0,0.01219796965643723
948,0,0.02690414605711426
949,0,0.03432426752351904
950,0,0.04218603734113993
951,1,0.9964115977803475
952,0,0.01294014699271097
953,1,0.5575189936938368
954,0,0.03515243254477295
955,1,0.9299564887453041
956,0,0.06508797230922726
957,1,0.955642989080306
958,0,0.25326792201404613
959,0,0.012110348112100591
960,0,0.11792382484492929
961,1,0.9142933890095688
962,1,0.6579041974244033
963,0,0.017151071772189067
964,1,0.6271247335369194
965,0,0.13934365635286083
966,1,0.9952492568890373
967,0,0.059429104033835646
968,0,0.0536997384900099
969,1,0.9924234893788633
970,0,0.08367056710324826
971,1,0.6579041974244033
972,1,0.9859513965564495
973,0,0.03605883191984322
974,0,0.12647264387069634
975,0,0.024055450113368897
976,0,0.15399524408820742
977,0,0.02696860396759563
978,1,0.9850090969980675
979,0,0.37460874581709647
980,1,0.778893996432289
981,1,0.9954254769947658
982,0,0.17988933919580996
983,0,0.19736356830787163
984,1,0.9586669346697136
985,0,0.0536997384900099
986,0,0.33071460625931737
987,0,0.20030250924921217
988,1,0.9942509315001156
989,0,0.2699329773017551
990,0,0.10168722896118472
991,0,0.055828767778087235
992,1,0.9850979524938515
993,0,0.03745585751665585
994,0,0.13507148315663736
995,0,0.2974649462761701
996,0,0.22313318003822982
997,0,0.05436452804937549
998,0,0.11349025660548902
999,0,0.13507148315663736
1000,0,0.09625446980384489
1001,0,0.028355687688767606
1002,0,0.020198354127445386
1003,1,0.7998782071777365
1004,1,0.9909671538842069
1005,1,0.831146391955497
1006,1,0.9989108634165698
1007,0,0.020921516636747
1008,0,0.013559899876563518
1009,1,0.970721949555673
1010,0,0.49712342506584867
1011,1,0.9752201952382747
1012,1,0.9802138765324273
1013,0,0.10900274611647709
1014,1,0.9880481517029738
1015,0,0.031082815449092072
1016,0,0.13507148315663736
1017,1,0.8045864812360084
1018,0,0.20030250924921217
1019,1,0.9838131051625336
1020,0,0.240411886099499
1021,0,0.038623605825935346
1022,0,0.3248845969258263
1023,0,0.006502902991839185
1024,0,0.011905703670411747
1025,0,0.01065397318608515
1026,0,0.028446887949352066
1027,0,0.05839607688171086
1028,1,0.5621255282444217
1029,0,0.10648559397746737
1030,0,0.06717248452962309
1031,0,0.0020246663674400728
1032,0,0.018434621270344242
1033,1,0.9871014474092515
1034,0,0.4204852138868233
1035,0,0.08463996205629973
1036,1,0.7406168376356345
1037,0,0.28746420109530835
1038,0,0.03247965193578466
1039,0,0.038623605825935346
1040,1,0.5750432224751724
1041,0,0.022173281213325256
1042,1,0.9901037402048627
1043,0,0.09613106763258196
1044,0,0.01127570552542387
1045,1,0.7597349846028237
1046,0,0.07792097139262645
1047,0,0.03432426752351904
1048,1,0.9954373101869128
1049,0,0.37978211801841083
1050,1,0.7406168376356345
1051,1,0.7028481115875393
1052,1,0.946946408473933
1053,1,0.8911819320703875
1054,1,0.88498242513547
1055,0,0.03271849246638687
1056,0,0.14982584072255728
1057,0,0.401277323241375
1058,0,0.127285407344918
1059,0,0.021619399166499506
1060,1,0.9654205700525798
1061,0,0.1457755600244872
1062,0,0.031082815449092072
1063,1,0.8520922763532415
1064,0,0.11051191003665647
1065,0,0.08910054229813515
1066,0,0.013173530317006346
1067,1,0.9723376156094434
1068,1,0.9707579729214162
1069,0,0.33744801771177513
1070,1,0.9870067442700856
1071,1,0.9971362953122987
1072,0,0.08367056710324826
1073,0,0.16185715557681185
1074,1,0.9670505307164953
1075,0,0.13507148315663736
1076,1,0.9675986855776763
1077,0,0.062423800490717
1078,1,0.829678377045701
1079,0,0.18494761666843165
1080,0,0.02871894561610021
1081,0,0.14982584072255728
1082,0,0.08608479291190836
1083,0,0.1185367851740781
1084,0,0.42373226674552245
1085,0,0.02288393274030437
1086,1,0.8513297908006937
1087,0,0.10341172035753042
1088,1,0.9922990462452963
1089,0,0.12305241510064478
1090,0,0.048107308682657744
1091,0,0.08961425930004621
1092,1,0.9573336238675759
1093,1,0.9827239066165547
1094,0,0.02233178751132503
1095,1,0.9708796440739402
1096,0,0.048107308682657744
1097,0,0.13155841509187363
1098,1,0.6543171132903421
1099,0,0.048107308682657744
1100,1,0.9501869489752148
1101,0,0.017151071772189067
1102,0,0.28360307448522803
1103,0,0.01399309051031761
1104,0,0.020139072561430472
1105,1,0.94527341140299
1106,0,0.061429442644407514
1107,0,0.0522832243617769
1108,1,0.8499096569807665
1109,0,0.0348829413464827
1110,1,0.9912130700373256
1111,0,0.0536997384900099
1112,1,0.9666068178432439
1113,0,0.038623605825935346
1114,1,0.9281515421128669
1115,0,0.2775305433279002
1116,0,0.4701568362307168
1117,0,0.2979203725687165
1118,0,0.20030250924921217
1119,1,0.778893996432289
1120,0,0.03968030851935293
1121,0,0.14982584072255728
1122,0,0.05998786093995323
1123,1,0.9897444296958213
1124,0,0.029724873668696566
1125,0,0.1619189923600938
1126,0,0.1870230517480502
1127,0,0.04282414206571799
1128,1,0.7650202387597363
1129,1,0.7030438867659464
1130,1,0.9040419966490848
1131,1,0.9868101346904393
1132,0,0.4701568362307168
1133,1,0.954872521571546
1134,0,0.4005140781855945
1135,0,0.024055450113368897
1136,0,0.01938895394903894
1137,0,0.04138433236712168
1138,1,0.8337510389249164
1139,0,0.039707605266159504
1140,1,0.9752201952382747
1141,0,0.08880154750556063
1142,1,0.9480876881398586
1143,1,0.6468989385332012
1144,0,0.043782766108246246
1145,0,0.0274826799717434
1146,0,0.06458373728272367
1147,0,0.031082815449092072
1148,0,0.13507148315663736
1149,0,0.0536997384900099
1150,1,0.9209168544974019
1151,0,0.2775305433279002
1152,0,0.05406717295328554
1153,0,0.08685335114749537
1154,1,0.9809211413432265
1155,1,0.9526181147231272
1156,0,0.09347282139172695
1157,0,0.024055450113368897
1158,0,0.02143186602518246
1159,0,0.031082815449092072
1160,0,0.08961425930004621
1161,0,0.057050876882795476
1162,0,0.1827753487046589
1163,0,0.13507148315663736
1164,1,0.9538139462839103
1165,1,0.9397350417401794
1166,0,0.07472165312975206
1167,1,0.9592480230217376
1168,0,0.11819817181292679
1169,0,0.07063851205130335
1170,0,0.023556913661204076
1171,0,0.048107308682657744
1172,0,0.04431799596286989
1173,1,0.9978208956465029
1174,1,0.778893996432289
1175,0,0.19930067165034107
1176,1,0.839250117980788
1177,0,0.010370975638961112
1178,0,0.031082815449092072
1179,0,0.10034234780544442
1180,0,0.08910054229813515
1181,0,0.0536997384900099
1182,0,0.03928917648890422
1183,0,0.015910761083736548
1184,0,0.08910054229813515
1185,0,0.14100968746874565
1186,0,0.07236793955934581
1187,0,0.04517132049059702
1188,1,0.9778713886323639
1189,0,0.06246209713780807
1190,0,0.022695409688185984
1191,0,0.19237734987881264
1192,0,0.18904923384673636
1193,0,0.0410382259734576
1194,0,0.021224568447452925
1195,0,0.024736235027928766
1196,1,0.778893996432289
1197,1,0.9922270339617013
1198,0,0.05052046630007762
1199,1,0.9475849946734494
1200,0,0.4192264630640576
1201,0,0.05489295339670288
1202,0,0.057050876882795476
1203,0,0.4011564590059113
1204,0,0.031082815449092072
1205,0,0.30551188935867696
1206,1,0.9953726187949665
1207,1,0.9405430965367436
1208,0,0.17092427900803633
1209,0,0.18431789251581468
1210,1,0.742249014134037
1211,0,0.08614791921440795
1212,0,0.2974649462761701
1213,0,0.28175011603050815
1214,0,0.10648559397746737
1215,1,0.5654437504694176
1216,1,0.9961015647058618
1217,0,0.03207821884713869
1218,1,0.9722388001393425
1219,0,0.07327092326507278
1220,0,0.0597392157242615
1221,0,0.03192214277087275
1222,1,0.985468134444275
1223,0,0.25625697792176916
1224,0,0.07472165312975206
1225,1,0.9332880428437185
1226,0,0.4476011215360157
1227,0,0.06341971958874183
1228,1,0.6044523335995049
1229,0,0.0022612446908018436
1230,0,0.08287372748983109
1231,0,0.08910054229813515
1232,0,0.12128408586949675
1233,0,0.034169710314898905
1234,0,0.0028781389974003348
1235,1,0.996018199686231
1236,0,0.012698031691205121
1237,1,0.9403739173781492
1238,0,0.10648559397746737
1239,1,0.8316778960540316
1240,0,0.04383707508546874
1241,1,0.9881010374690014
1242,1,0.9724915386213233
1243,0,0.048107308682657744
1244,0,0.008937081729058449
1245,0,0.048759269314257725
1246,1,0.914254388053221
1247,0,0.07430603612524132
1248,1,0.9906594163815562
1249,0,0.11726797118002745
1250,0,0.13507148315663736
1251,1,0.8421843854998504
1252,0,0.010656937537300645
